Round,Loss,Total Reward
0,0.0002545115607155424,0.0
1,4.875204616006101e-05,0.0
2,8.629943711468968e-05,0.0
3,4.710264922165038,44.5470001893118
4,4.075981431371019,29.38700004911516
5,7.916782607896494,35.95800046320073
6,3.7263333068094653,15.00299975532107
7,5.520455412261072,49.61800053564366
8,5.210667348861534,40.9100000965409
9,8.769833912221657,26.289000168908387
10,7.9905970264808275,61.465000467491336
11,6.570984126679832,7.428999878466129
12,7.491887491567468,27.423000180278905
13,5.008534475691704,16.766999847604893
14,4.993965545389074,26.81000014266465
15,5.773339797095105,40.097000151406974
16,7.737397922370292,15.053999973693863
17,6.727370169519418,18.98599994450342
18,7.775316073319118,31.510000047972426
19,3.3725735814969084,29.600000334670767
20,3.626989453819988,34.60400030540768
21,4.723916023327547,-0.6170002452563494
22,2.757667617450352,38.23000024468638
23,4.9384727676897455,21.151999899419025
24,4.341309684250518,54.26000040420331
25,4.711546635153354,15.861999901593663
26,3.5719395769992843,-2.982000158634037
27,3.388446163440676,35.11600007978268
28,6.408087417241404,13.969999964698218
29,5.072961653888342,36.058000365970656
30,3.439615369623425,33.80700018256903
31,6.606557911005439,15.633999924757518
32,6.922933607002051,21.007000048994087
33,6.805189111582877,52.18500053009484
34,9.983896469289903,77.52100075571798
35,9.059977724478813,48.291000450612046
36,12.692190420093539,66.3070006549824
37,8.407127968814166,35.15800020424649
38,8.465129484291538,47.0620003802469
39,7.5700452845449036,37.342000418459065
40,9.019442123895715,35.092000175616704
41,7.325060364019009,30.767000055173412
42,5.837198946654098,34.959000097820535
43,8.613456470506208,64.24600046360865
44,11.208275989352842,48.13800020853523
45,19.04513028319343,106.65500121423975
46,14.272312499684631,56.74400031124242
47,12.00104534978891,44.614000522415154
48,15.374768196277728,87.49200102861505
49,17.18969790211122,81.45800071326084
50,15.869839640625287,104.52000103832688
51,16.980101194494637,94.60600101132877
52,18.611873137706425,108.82800116646104
53,21.49403989210259,118.26200127962511
54,22.460090853244765,129.0570012429962
55,19.260742391867097,99.63100120215677
56,23.027345209557097,119.87700144632254
57,18.76969766197726,140.25500160490628
58,24.00110463175224,146.70200177992228
59,27.28367231809534,112.93500099761877
60,20.128825557010714,74.1360008160118
61,20.961341793765314,150.67000177467708
62,23.044242764648516,178.31100203678943
63,25.94715719204396,141.6560014130082
64,32.10709817754105,177.57800208055414
65,25.20107701641973,110.90000123437494
66,30.302424094988964,161.05300185643137
67,27.23353122570552,125.14000146847684
68,26.19537035014946,168.8560020076111
69,36.74567433272023,184.73700230452232
70,33.63482676935382,176.57200206117705
71,45.580622769426554,181.3150023034541
72,41.33681972278282,174.4540022360161
73,46.469634597189724,181.88600231241435
74,42.39315442950465,167.51700205449015
75,49.02091292757541,180.89100231730845
76,41.67643041932024,183.25600231066346
77,51.57574505684897,179.6170023077866
78,53.31525905337185,181.69600232155062
79,60.75802941201255,181.33600232144818
80,61.150313100777566,180.45100231503602
81,66.63497977517545,181.1370023204945
82,75.98100087046623,180.06800231221132
83,80.50181105360389,180.90900231979322
84,87.71508614253253,180.5680023189634
85,96.63527193292975,180.4520023134537
86,101.78458544239402,180.22100231260993
87,96.62600588053465,180.68400230747648
88,100.89609171822667,180.82000231393613
89,106.15785703621805,181.20900231704582
90,114.44181406497955,180.23500224365853
91,117.5891028419137,182.09500232350547
92,115.14067623019218,182.78300232382026
93,95.83066880144179,179.80800220638048
94,82.77382867131382,180.47900230623782
95,80.62672747578472,182.13200231676456
96,82.4380296189338,180.42100231198128
97,80.4155309619382,180.45200230495539
98,76.48632979113609,179.27800223219674
99,74.32671064697206,181.17600230535027
