Round,Loss,Total Reward
0,8.875964195234246,49.800000214367174
1,4.415415719638986,19.799999826704152
2,3.3092272912708722,75.2000005315058
3,6.348463231905043,32.99999998777639
4,8.044839203455922,100.40000084764324
5,8.447722799559415,47.00000015285332
6,7.8981325136410305,38.60000006330665
7,5.297161350970782,42.60000008333009
8,5.106527781645127,49.20000021136366
9,4.705865512147284,7.999999672640115
10,4.963232406313182,55.20400028908625
11,5.522584230871871,88.9600007616682
12,8.348632737688604,56.63600036560092
13,8.99232921685325,55.95200029911939
14,7.660428423609119,18.86299977719318
15,6.5553243757312885,52.267000229563564
16,4.183306842183811,19.989999844226986
17,6.103333109858795,77.16900056554005
18,10.287665999581804,73.10900055465754
19,8.638313280112925,41.13300011563115
20,9.144138067116728,73.11300048686098
21,7.727611545109539,57.446000302094035
22,7.772535196534591,109.85000095306896
23,9.547625887782488,89.38000069162808
24,9.29485482443124,101.64500083378516
25,10.74546507006744,95.60900077153929
26,13.385914738493739,89.66600073571317
27,8.94063217692019,80.07200075441506
28,12.753837821714114,106.5600010297494
29,14.342745855567046,91.89200078195427
30,11.66513352203765,102.45800098788459
31,9.999236739589833,78.23700071824715
32,8.575858112686547,98.58800099452492
33,10.768323164942558,101.64000103750732
34,12.16898760557524,88.910000750795
35,10.634925985927111,77.5530007572379
36,9.486887639810448,95.95800096308812
37,9.461336193286115,76.17400085320696
38,10.392470749655331,81.65800090623088
39,8.995552797394339,71.3430008601863
40,8.832465820159996,79.13200065027922
41,8.493464709143154,85.65100101940334
42,8.28804744585068,59.36600045277737
43,9.527295873864205,86.85400089458562
44,10.416634771114332,107.01800117047969
45,11.806488269154215,106.15800117212348
46,12.384518788167043,101.67900094238576
47,13.667039870051667,102.13600105256774
48,9.22460924614279,81.91000093519688
49,10.30733374148258,111.54100122884847
50,12.098726539610652,93.82000091602094
51,11.066778257052647,90.42800093686674
52,11.42212645377731,78.65200074145105
53,12.531674389712862,160.65100180834997
54,12.901881571131526,100.65700116427615
55,12.566994053631788,101.91200096195098
56,12.397323690500343,106.48800106882118
57,9.807717655377928,81.45600099361036
58,10.15389512697584,87.16800102347042
59,7.663682649756083,74.1880009068409
60,9.47448564862134,90.56500096037053
61,9.98882168768614,91.19600099034142
62,11.695810573059134,114.06100115121808
63,13.02808506556903,114.76900123420637
64,12.541892239067238,94.22500095225405
65,15.799504120659549,109.94800111919176
66,17.202971075603273,129.37400150450412
67,18.95631410734495,116.65300121321343
68,13.783248592400923,96.20800101745408
69,13.39960810559569,119.59500134445261
70,11.663917147263419,97.79200099920854
71,13.153320170473307,166.43600178218912
72,8.910404219524935,180.76600224338472
73,19.012532624881715,167.44000187236816
74,22.388867742498405,172.1650021102978
75,22.66343411570415,174.31300216983072
76,17.094212361087557,174.46100221935194
77,11.930267343530431,182.02900232037064
78,20.66437828121707,173.82500219764188
79,8.7829901764635,180.3430023167748
80,11.659010224277154,183.44100230245385
81,10.665976561140269,180.50100230041426
82,16.54355510091409,181.78100230859127
83,31.15721107367426,183.042002300499
84,25.791079432703555,189.72700233070645
85,17.50797118525952,182.3160023255041
86,28.94697586586699,175.0160022287164
87,9.511780035682023,180.54400231782347
88,11.788787067867815,183.47600233124103
89,8.101321127265692,180.96200232068077
90,8.409719360992312,180.1170023161685
91,7.988680833019316,180.9530023202533
92,16.93576641008258,180.29500231449492
93,16.955854512751102,179.40700229781214
94,52.59771251631901,171.57000210753176
95,10.642908859997988,179.89800230413675
96,11.066721983253956,179.96600230736658
97,9.066239530220628,179.75500231434125
98,31.35173749551177,180.6090022699209
99,9.42915809713304,180.52300231682602
